author	comment
@RantingMike	What about the IBM one on Coursera, have you tried that one?
@Joe-vc3ph	Finally one honest review  in  youtube
@williamcattr267	Overall, would you say that the Google course gives a boost for someone looking to prepare and earn an industry certification (comptia security+) in cyber security?
@harry8912	Google Cybersecurity Certification is great. I don’t understand this video. I’m not saying it’s 100% good but it does the job. 70-80%. I plan to take the Security + after the new one in November and I know I’m gonna have to study all my notes and a few extra things that the new exam will have.
@Trihope	So what do you recommend as a better alternative?
@sandy_4677	hello Sir first of all thanks for providing this content I had one question if I purchase One course for 1 month and not completed within it does my course expire?or does it asks for another Payment?
@will1908-m9j	Thank you for your Review, I almost started this Certificate.  I have CySA+ and other certifications and still cannot land a job.  CySA is IAT II according to the DoD and yet nobody realizes it is higher on the food chain the Sec+
@will1908-m9j	 BleuBillions  to date over 400 resumes.  I get told an array of different reasons why i don't fit the bill.
@hammondworrell6798	Thank you very much. We need more objective reviewers. You have my subscription..
@RobertLoyale	I’m in it now. I’m not saying it’s a bad program…not saying it’s the best. But I definitely don’t think it should go into the trash lol. \nIt’s definitely surface level. But then again, the focus is on getting a SOC Analyst position.
@JohnCutter317	Absorb all info you can just dont expect a job from any degree or any certs its a combo of those things and entry level work. I can see benefiting from it before taking professor messer course back when i took security plus. It serves a purpose. People have no concept of what to deep dive in in the beginning
@kiho847	Thank you for doing the actual work and your honesty.
@nikki35562	Do you recommend to learn code or at least the fundamentals prior to taking the corse?
@franciscoharo5921	Thanks for the info, I was really thinking about taking this course but wasn't too sure about it. Now I know, I'm glad you shared that info, cuz I don't really need this course. Thanks!
@ZeNex74	Oh, was going to start it in january. Maybe skip and head to security + instead? Im in desktop support... ty
@ermesborgnino4704	High credibility.  Thank you for this video.  Your opinion is important, even if it's against the grain created by Google.  The fact that you made it crystal clear you took it, got it, and are providing feedback about an ostensibly important cert.  Now, i am convinced that this cert isn't all of what i've heard.  The fact that Windows ain't included is a big miss in my opinion.  Thanks to your video, i will look at and strongly consider other means to learn CySec.  Excellent content.
@christopherneal1218	So I have a question ? Who offers the best online certificate program for those new to cybersecurity
@fluffyisyermom7631	Where can I get an Introduction to sql if this is so terrible. Time wise I agree but not for the skills it offers
@shafialanower3820	Think you are better investing your resources on security blue team or some form of practical certification. The depth you get in a coursers is kinda superficial imo
@TyDeshaun	Would’ve been a bit better if you would specify which routes you’d prefer as well. But still a GREAT video!
@dineshmekbrown5042	Hey thanks for the honest review..\nI have enrolled for the google course in cybersecurity like a montha ago.\nSo after watching your video i got struck in dilemma of what to do further..\nCould you please recommend me the better cybersecurity program which provides internship either..?
@dineshmekbrown5042	 @JonGoodCyber  would you recommend the way to get a job in cybersecurity field INDIA, because in India the jobs in the security field are not so encouraging and no entry level friendly.
@dreadlordnitsuga2	What would be the alternative?
@exileduniverse	go to college and get a associate's degree
@peedee718	Due to a grant I signed up for through the NYS Dept of Labor, I don’t actually have to pay for the course. With that said, would you still say that the course is a waste of time seeing as I don’t have to actually spend money on it?
@jackqtvsstuff715	Its definitley a good step to get your foot in the door for certs like sec+ and other certs but it won't get you a career
@georgesvak5332	Hi Jon, so what I understood from your video is that cybersecurity course is a waste of time? I'm in my course 2 and I'm not sure if should continue with the cybersecurity course cerifcate.
@whitehat_stanley	I appreciate your insight, I’m half way through the course.. I was wondering why there was no window OS been discussed.. Please what path do you suggest for someone like me projecting towards cloud security and application security?  Looking forward to your response… thanks again for the videos!!
@NJames2430	Lol I chuckled, it’s definitely not needed. I did most of my reading with ChatGPT and YouTube videos for 2 months out of a job. I just secured a senior information security analyst role paying over 6 figures with further training covered by the company. Lol I played the game well but truth be said I have a masters degree in computer networks so I am definitely learned. Was stuck doing a technical support role and new I could do a lot better
@NJames2430	I also thank you because I cannot count the amount of times I referred to your videos and really liked your explanations.
@madzad	I like how there's multiple people saying how much it helped them in passing Sec+, yet Jon is replying to them all like nooooo it's not good
@jamesr5735	Do you think I would be better served taking a different job that would pay for my full degree in cyber security even tho it’s not in cyber security they will pay for associate,bachelor, and masters as long as I work there
@plugmenace8513	Where should we get a online certificate then if not from google?
@plugmenace8513	 @JonGoodCyber  ok I’ll check it out then
@lautarolopez9992	Thank you very much! I'm an argentinian Systems Engineer (Similar to a Cs. Science Bachelor) that is trying to make his way into cybersec, and all the people are talking like you'd get this certificate and land a job instantly. Do you think that I could land a job with my degree and only one cert /course ?? Greetings
@BennyBoi_07	So is it not free? Google is advertising to sign up free... do they just hide the cost until after?
@MrJoc357	Got my Sec+ in Oct 2023 and still have not landed a job, I cant even get help desk to give me an interview. I was told i should get this certificate to add to my Sec+ and it should help but now after watching this I must go back to drawing board :(
@Justin-gn2rx	You might also want to update your résumé \nDo you other certifications ?
@cmartin8093	What s funny enough, I got a problem with their IT Support Professional cert. Their networking part of the course to be precise. One of the reasons why I went with the IT Fundamental Plus cert
@erikv2540	Hahah me too a recently completed it and it was rough… not a great course but it did help I won’t lie
@positivevibes7093	Q= So it would be safe to say for a rookie like myself. To start from ground zero, this would be a good path.
@jackthibo7644	Thanks a lot for this great review! Which equivalent course would you recommend that would cover what google claims to cover?\nNot from an employers poibt of view but rather as someone that needs the experience and knowledge as a freelancer
@ToyaTheStylishNanny	What do you recommend?
@a_aronhdtech	Kool research. Much appreciated. Myaon question is, if I'm a mechanic with home computer experience would this get me into the cyber security career?
@a_aronhdtech	 @JonGoodCyber  financially how much will the path you created cost and how much time, on average? I'm 50
@juancorro9744	Hello, I’m a civil engineer from venezuela that always liked the world of technology and cybernetics; now I have 2 years living in USA and want to have a cybersecurity certificate, my question is, do you think I can if I don’t have any studies about this field before? Is like I’m gonna start from zero
@juancorro9744	Thanks bro
@juancorro9744	 @JonGoodCyber  hi Jon it’s me again, I hope you see my comment, I’m decided to start in the cybersecurity world, your videos and you ebook have really helped me, I just have a question, I’m worried because in indeed, I see almost every job that sets a requirement for entry level that says “bachelor’s degree in computer science or related field” so I’m worried because of how I’m gonna get my first job with the certifications but no degree in this area (I have a Venezuelan degree as a civil engineer but I don’t know if they see this as a related field ) what do you think? I strongly need a degree I computer science or something similar to get that first job?
@Joeee20	Hey, i am starting my career in cybersecurity, i started with the microsoft cybersecurity course and looking to take the microsoft sc-900 exam and go on with sc-300 & sc-100. My question is, is that a good path to land a job in cybersecurity?
@Joeee20	Also what do you think of the Microsoft course?
@mr.meeseeks6549	Took it to prepare for the Security+. Good program, but I find the material a little too basic for me and know the Security+ is much more difficult and goes over many more topics than Google.
@sahilsvision	" @JonGoodCyber  It says ""Partcipation is optional"" I stopped participating after after the first prompt."
@francisnoel2124	So what is the best online course to take in order to get a job in cyber security?
@Jay_Ban	While completion of each course we get a certificate right so do u have your name in it ? \nBeacuse i cant see mine. I've already completed three courses of it \nPlz reply
@Jay_Ban	 @JonGoodCyber  instead of my name its showing courseera learner ...what does that mean ?
@Jay_Ban	 @JonGoodCyber  Thank you so much for your response ..its showing my name now after i verified it .
@Therealsupremeleader	Hi, whats your take on the Google IT Support cert and thank you
@Therealsupremeleader	 @JonGoodCyber  thank you
@the1thatgotirwinhard	Do you have a video on the Google it support certification?
@starmkd18	Fair review however you forgot the Google has the IT support certificate going over the windows OS and system admin and networking stuff
@starmkd18	 @JonGoodCyber  understood however I don't know why anyone would try to get into cybersec without having any idea about the file system, OS, active directory, basic networking principles, being a tech supper user etc\n\nI think they should recommend the IT support course first
@SachinSharma-zv9tz	Sir what is.GRC.. and  can grc can help the entry level jobs .in INDIA
@CCGDude	I am enrolled in a program from uso while serving in the Air Force, which program do you think is best? The google or ibm programs?
@juliovazquez3698	So, what other online option besides Curseea would you recommend?
@sagekasady4326	I appreciate the honesty of this review and you not taking the sponsorship
@ARTHURJOSEPHTIMEPIECES	Thanks for the info, I am presently a lab protection officer for the Department of energy and studying to get into the cyber security field I stopped the Google and started studying for the CompTIA Security+
@ARTHURJOSEPHTIMEPIECES	Absolutely thanks again, I wish I had found you prior to purchasing prof messer’s program!
@pickyourbrainswithbenjamin761	This is a very well thought review do you review other Google certificates
@LCTesla	The weak part of these coursera courses is the testing. Passing the exams is absolutely trivial and most of the more elaborate assignments don't amount to much in terms of challenge either. The cert of completion proves little more than that you took the time to sit through it. Hence why its paramount to get true certification like security+ afterwards and prove you can pass a properly proctored exam.
@AviationZero	Well, this puts a damper on this. I'm on module five. For what's its worth, I hope this will at least be me somewhat prepared for the Security+
@J.RicardoFernandes	Hi Jon, hope to find you well. First I am Grateful that you made this channel. It is very confusing the roadmap for a entry level cybersecurity analist. A lot of confusing information. I realize one thingh most of the certifications have a lack of hands on and labs, really pratical cybersecurity. I just finished the Google IT support studying Comptia A+ and Network + as a foundation of IT. I do not want to be a importer in my future Cybersecurity career. I am planning as my roadmap to do the Google Cybersecurity and also the Microsoft Cybersecurity analyst, and, at the same time use the Security + as a self study (again everything in Comptia is very theorical no hands on labs) to create the foundations. After this goals do the Cybersecurity roadmap in Try Hack Me and in StationX, very pratical. What is your advice? Thank you for your attention. Best Regards, Ricardo.
@gg.no.re.	If a course is not helping you land a job, it's not worth it. Simple as that. I got the Google because I heard it was great and cheap but despite getting it, I can't find a job to save my life lol. I have other certs too (like A+ and Qualys) but even with those the Google Cybersecurity Cert doesn't seem to be helping me at all and you NEVER see it on job listings... ever... literally not one time and trust me, I've checked lol.
@Aries_Alpha	Cyber security graduate here, I won't be wasting my time with it that's for sure.
@ggggg-mo9vl	Do we get a certificate for each course or do we only get one certificate for all the 8 at the end?
@ggggg-mo9vl	 @JonGoodCyber  oh thank you!
@jewels2113	I haven’t finished the video yet so if you address it I’m sorry for asking but is there anything you would suggest to try out for cyber security or even just IT in general for someone with no experience and wants to change careers
@gursimarkaur3452	Hlo sir thank you for your honest opinion , but it would be a great help if you can tell some better alternatives to this course if this is not that good , i mean which will be more in depth about cyber security for beginners .. pleasee  help
@gursimarkaur3452	 @JonGoodCyber  thank you so much !!
@westsi1	6:33 - 6:46 Wait what?? It takes 6 months to complete if we study 7 hours a day? But you completed everything in 4 days?? This puzzles me.
@eli_chaps	It seemed more blue team oriented. Love the review it was on point. As someone taking the course I see SQL is uncessary
@gtheentreprenerd7207	I love your hand engagement! And I'm glad you told me about  how they don't teach you anything about kali linux! I'm really interested in kali linux, and need a course to teach me that!  Thank You!
@joshuawinter7110	So my question to you is what would you recommend?
@DANIISLAA	I am looking at the ebook you mention and in resources for example security+ I see that there are books to buy on Amazon and a website where they offer you for a price to train you. I don't see anything practical, I see a lot of theory, am I wrong?
@racoonboyo4607	your thoughs on Microsoft Cybersecurity Analyst Professional Certificate
@saedyaish7768	If I pass the eight parts, do I get a certificate or is there a test?\nThrough the webcam, knowing that I am weak in the English language, I passed the first part certificate with a grade of 92%؟
@StoicGritNexus-wk2ci	I am new to IT sector.  I have zero knowledge whatsoever but can I take this course and land a job based on cybersecurity.
@_..____	Ok - now what do you recommend?
@darkseid_sfa	then what entry level cyber security certs you suggest?
@farhadtajdar-h6y	as a beginner where should  i start cyber security
@nomad7317	Thank you Jon! This was great & informative! I think I need to find another way to break into Cybersecurity from Software Engineering, without this Google Cybersecurity Certificate.\n\nGoogle at this point, thinks it can sell ANYTHING! They're trying to onboard more sheep.
@shawnkaida842	I can't agree with you more, especially for Python discussions. The course stressed the importance of Python - probably because Google wants to hire people with Python skills. I know this is sponsored by Google, it doesn't talk anything about Microsoft or Apple environments. The course was good recap for me to review the knowledge, but definitely not a universal recommendation for the people who has not yet worked in cybersecurity in the past.
@Differentmoons444	Are people getting jobs with these courses though? That's my worry. I wanna begin, but if someone's gonna tell me I need a degree and close the door on me, then what's the point 
@aniketsrivastava1870	Is it ok to take this course just for a label to put in my resume and then gather more info through other sources?
@CamdenMade	Four months to completed so $200 wasted no one is hiring right after this program. Although it is a good foundation you have to continue to do the leg work to build a portfolio and network.
@jamiusamin	I really appreciate your honest review of this Course for, I'm using it to prepare myself for SECPlus which I think is worth it also we shouldn't expect them to Cover it All.
@JoseHernandezMdez	Im a beginner on this, and i want to start a career in CyberSecurity, just finished this Google CyberSecurity cert, if someone can  help me to guide what i need to do next,? What i should do?? Ill appreciate it
@sleazy6290	I think people should note that Google gives certificates when completed and CompTIA gives certifications. Google doesn't have proctors to complete and CompTIA does. That should tell you the value alone
@ChiSoul	What courses or programs do you suggest for getting training in CyberSecurity?
@idaselinahobbs9031	Thank you so much for speaking the truth and saving us time and money. Blessings from Cyprus. 
@HankScorpio355	Anything on Coursera that you think is better?
@vcraig6531	Thank you for sharing. I'm changing careers and I'm  interested in tech, just don't know where to start.
@adolfocampos2248	Hi I want to change my career and I’m interested in cybersecurity but I don’t know where to start. I would like any advice on what school or online classes I can take to start in the right direction. Thank you
@r0d1tub2	"Theres the Microsoft Cybersecurity Analyst and the IBM Cybersecurity Analyst in Coursera but I think Security + certification is seen more like an industry standard for business to hire someone\n ""just my opinion please don't hang me""."
@gamingwithrafi4895	What course do you recommend to get started then ?
@gamingwithrafi4895	Thanks  @JonGoodCyber  
@JLThisisMe	It's pretty refreshing to see an actual honest review (and not one that just starts off with a misleading premise then pushes you to an affiliate link). It's also pretty impressive that you actually took the course. I've been considering trying to get into this field, but after doing some research it seems the prevailing opinion is that this course really isn't going to give you a leg up unless you are already working in IT (helpdesk at least) and you aren't likely to be able to leverage the certificate to get even an entry level cybersecurity job. Thanks for putting in the work and insight to actually add value and not just manipulate traffic.
@kuasha9049	Agreed, not that good as they say! In the certificate, they mentions that the identity of the certificate owner is not verified! How horrible!
@be4rforce0ne89	i thought that the google cert is just a prep for comptia security+
@artofkhaos2336	Only reason Im doing the Google cert is because my public library got me a free coursera account.  Figured might as well.
@artofkhaos2336	 @JonGoodCyber  good point
@inmortal131	Really ?
@NanaW-bq7vo	Thank you for taking the time. I like your intergrity.
@smoothiniabdi6725	Hi Jon, How do I start a career in Cyber Security?
@bektendosmambetov938	Thanks for your honest review
@WalterDeRooij	6 months at 7 hours per day?\nWhere did you get that from cause that doesn't come from them.
@stvn0378	Any recommendations to good alternatives?
@kishk0	The Google cert is better than security +  from a learning and experience standpoint….IF you actually execute cybersecurity tasks in as a part of your portfolio.
@TheFreshAirChannel	So what is a good alternative to Google Certificates for training to get an entry level Cyber Security job?
@stanch2184	Jon as a beginner I was waiting in your conclusion to hear some best cyber security foundational courses in comparison to Google unfortunately didn’t happen .
@nairobipittman7708	Wait, What??? You completed the entire program in 4 days.....I need notes please......
@Sunnyside2424	There’s no way! 
@bhanusingh1498	I applied for this course but charge of 1488 shows on the Coursera page… This is not free of cost training programme
@myakiley3346	Just signed up for this course and then watched this video. It may or may not be good but as a beginner like myself I hope it's enough to get my feet wet. I want to be an ethical hacker someday and one of the certifications I would need Comp TIA Security +. If google is going to give me 30% off of that cert then I'll take it lol. Just hate the idiots that try to make it seem like its all that though. So money hungry nowadays.
@myakiley3346	 @JonGoodCyber  I made the choice to run through it and completed it in like one day and now I have a discount so I'm happy/
@bernadetteshiels5240	Great respect for your honesty. Thanks.
@leighthomas2915	So plan is to do this google cert and then prep for the sec+ and once I pass both apply for a gov job …. I mean is it straight forward like this ?
@cristianocr7-s2p	Hello, please I need a guide. I am about to venture into cyber security and I am confused as there are loads of courses on Coursera and I don't know the course to start with. I am a total newbie and I will love to also take on a mentor as I am ready to learn.
@Chaggysec	I really want to learn cybersecurity, but I don't know where to start
@ZeeshanAli-jx8cd	what are your thoughts on Microsoft course?
@alexabramiuk	What are your thoughts on Microsoft Cybersecurity Analyst professional cergificate?
@alexabramiuk	 @JonGoodCyber  thanks for the answer!
@NinjaBooKitty	It seems like you are downplaying the Google cert in favor of your own training. Do you offer certification?
@victorokyei4464	Can you still land a job without a college degree?
@Linux333	Googles cybersecurity certificate is not a DoD 8570 exam
@Linux333	What is the current standard?
@Linux333	 @JonGoodCyber  it’s still qualified. CompTIA currently has approval for 8 of their certificates across 31 work roles under DoDM 8140.03 which includes Sec+
@yusufbayo5062	Please do comptia usually offer discounts for their certification?
@yusufbayo5062	 @JonGoodCyber  Okay,I appreciate the reply.\nI will be saving for it
@Derek.Mitchell	I think it’s most valuable as an intro to cybersecurity. It’s not worth much (if anything) on its own, but it helps build immersion and is a decent first step towards Sec+.\n\nOnce you have Sec+ though, it’s not worth worrying about unless you’re specifically targeting a job directly at Google, and even then there’s probably better things to make you a stronger candidate that you should spend your time/money on.
@Derek.Mitchell	 @JonGoodCyber  oh yeah, I didn’t mean to say that this in and of itself would get someone a job at google lol. I just think it helps to make applicants slightly more competitive if they can put a vendor’s cert or three on their resume when applying for a job at that vendor.
@Hand_me_a_handle	Wait what? It takes 6 months studying 7 hours s day but you did it in less than a week?
@itsevan1375	" @JonGoodCyber \nWhat was the point of the Easter egg?\n\nOr was the ""Easter egg"" an honest mistake?"
@MotherOfThings	I took it as a beginner. I'm not confident enough to go out and get a job. I did learn alot though.
@repoman54r35	I really liked the Google Cybersecurity Certification, however, I do just see it as an entry level overview. It does not prepare you for a Cybersecurity job. It is however a good overview of cybersecurity concepts and will help weed-out people who think they are interested, but don't really know about cybersecurity.
@kitfo18	I want to move to security to get away from the dying desktop role.  Microsoft even changed it from desktop to endpoint.  The role of desktop is going away and becoming none technical.  I don't want to be left out of the change I see happening in the next 5-10 years.
@mvppierce3412	so should we avoid this and not waste our time
@jenny-DD	After your F rating of Google\nDon't be surprised if your internet stops working correctly 
@ahmedakkrei7974	Hi, what about ibm cybersecurity anylist professional certificate
@underwaterguitar	great review. The Google course may be good for some, but thank you for an in depth and fact filled review. I know (without having to slog through a few modules) that the Google course is not the course I'm looking for.
@TTORREZ1	Thank you for your honest opinion !!  : )
@anonymoussource5344	When you say that you chat with other students, how is that done? Is it through the use of a chat widget or virtual like Zoom?
@Coral_dude	I am a CyberSec Eng and AppSec Eng - I have certs bc they are required by my employer. They taught me nothing I need to know.
@YungKashewz	Jon has a lot of integrity!
@allisonb9072	I appreciate this thoroughly knowledgeable and honest review. I’m tired of seeing YouTube videos where people truly only gloss over the topics themselves then make videos about why you should do something when they know very little themselves.  I was wondering if I wanted to go ahead and do the certification but was not sure based on my experience with the Google IT support Cert. when I took that certification, I didn’t feel like I had a great foundational understanding. I felt like I got way more from the A+ certification that I am preparing to take next month. I completed the first class of this cyber cert and it was OK. As far as knowledge I will just use a couple other classes as supplemental material like python and SQL  while I’m in school.\nThanks Jon,
@JackKapral	Interesting video, it helped me, since i've took notice with what google and coursera is pushing. So maybe make a video about the certificates that are in fact worth doing, for beginners and intermediates please? :D
@JackKapral	 @JonGoodCyber  Thanks!
@MuhammadBilalRaza-s2w	can you please share & recommend some good courses on coursera related to Cybersecurity and Ethical hacking
@bonybuinta1630	should I do the GCSC or the HTB academy CPTS ??
@Tony-xc5sk	Thanks for the heads up. You just saved me from wasting time and money.
@avangelinenicole8720	Q: Can anyone provide the best certification course(s) for Cybersecurity. Thank you in advance.
@SpaceFrogee	I know 0 about cybersecurity, and i guess this course is not great, but since my university is giving it to me for free,  i guess I'll take it to know the basics and not go blind into a course that's actually gonna be worth my money ️
@aimmingo	Thank you for the information. I couldn't wrap my head around a several hours a day, 6 month course being entry level. (isc)2 cc to Sec+ it is!
@zuberkariye2299	You can finish it in 3-4 weeks actually
@NickyBLive	I want to work remote and travel at the same time.
@Zahid.ally.	Sir I enroll in cyber security course three days ago I choose first foundation of cyber security can I get certificate after 6 month or I will complete the all course is compulsory for certificate means I spent four years there are 8 course of Cyber security please give me answer?
@Zahid.ally.	It is good to do only one course?
@maged4087	I do not agree... I am a beginner and I found this certification is great as guidance to me and understanding the skills I need now to build after this certification.
@sethelledege4806	How beginner were you? Did you have a Tech  background prior? As for me, I don't have any tech knowledge, I want to learn though. Is the IT Support certification good for me to do?
@saintgamer6973	It’s okay to have a wrong opinion sometimes
@AxeuweuecaEbceu	For real
@durvesh-g6l	so should i pay for one month instead of 3 months for the certification
@exileduniverse	get an associates agree. talked with a professor today a simple 1 year certificate isn't enough.
@zacharyjohnston70	its...aight. it feels good to get the cert, it gives you a board overview of security principles. career circle is absolute shit. the labs are awful. both THM and HTB have free linux modules that are so much better, and network chuck has waaaaay better python education. I dont even remember a single thing about AD which i think is weird. Overall, it is only worth burning through as fast as the can to get the SEC+ discount at the end.....which is another cert i feel like was a waste of time.
@siryakenga1425	I took the program and I found it good as begginer. It's much more detail than Isc2 certified in cybersecurity program which I also took.
@keletsoMatlalaBouy	Were both of those free?
@yamatanoorochi3149	Where can I learn cyber security for free? I can't do online transactions
@yamatanoorochi3149	 @JonGoodCyber  you are so helpful sir, thank you for the advice, I will check out your page right away
@SuperLucian92	Does anyone have a recommendation where to go to learn the trade?
@NataliaAraujo-ge8wb	Great video! Thanks!
@FredTechSc	very well put !!!!
@kayleighcoleman2449	Is there an affordable legit course that you know of that will land me a good job?
@fiecylick3981	A lot of coursera seems off. Like too much introduction and taking forever to even get into the topic. Seems cringy and felt like no progress was made in actual knowledge or development.
@paulboakyeyiadom2878	You're acting as a hater. This is a very beginner course and it's the best of its kind among the rest. I've intentionally done like 5 or 6 beginner courses and none can be compared to this. If it belongs to the trash, tell us what, in your opinion or to you, it's the best.
@ravencurtis2494	Q: So, Do I cancel my subscription? It's the only thing I can afford
@TiaaBankss	Coming here first before I sign up
@aadikiller2935	Sir is this cert enough to pass the security+ exam??
@jfkst1	I'm sure they aren't getting any decent jobs from such an introductory course. My understanding though, is that it was very effective at introducing new cyber students to the different paths of cybersecurity.
@gethrolacroix1551	Awesome video bro!
@MiddleClassAmerican	In a seasoned IT professional's view the course may seem lacking but for someone who trying to get their feet wet for the first time, I think it's a good course and it may even get you in the door.\nI will take entry level IT position any day over flipping burgers.
@gilangradip	Thank you Jon!.
@sharn377	I'm very new to Cyber Security and i'm 30 years old. I want to get a job in cyber security so i can learn to protect myself and others from assholes and scammers. But also, money lol
@dudesontstealmyemail3702	 @JonGoodCyber  I’m glad I came across this video ? Before purchasing the program , what’s your best advice on how to get all the knowledge and certifications to get hired without going to school and spending a lot of money to do so?? I would love to be pointed in the right direction as I’m very ready to change careers as this field is growing more and more by the day.
@stanf5488	6:35 your mistake, correct is 7 hours a week NOT 7 hours a day.
@jennifersilves4195	You can get Coursera monthly for I think $59/month, first month $1, which is where I'm still at, planning to finish this weekend.\n\nI think of this course a relatively painless way to familiarize myself with vernacular, methods, and tools so that I know what to study on my own as well as reinforce that I actually do know things. \n\nThank-you for this.
@jennifersilves4195	 @JonGoodCyber  I'm done with it now.\nGoing to try a persistent Tails USB for spy clout and a Kali for practice.\n\nDo and document the things.\nStart making green squares again.
@jimdunn1472	Seriously? Six months and seven hours per day!?!?  And you completed it in 4 days?\nI don't get the math. Please explain.\nThanks much for this vid btw. 
@jimdunn1472	Time index 6:30 - 6:45
@richpoorworstbest4812	I work at a Cybersecurity academy in a military setting. I did this course sort of for a laugh.\n2 things. \n\n1. the first 7 days are unbilled which is why you and I got it free.\n\n2. Calling it trash is a bit much, you know a lot and respect practical over theory, for a rookie, this is a decent opener which can be done in 2 or 3 months at a guess for a rookie
@jessjessstayflyy	"This review is very much giving ""Why would anyone buy let alone drive a Mini Cooper?"""
@Blustring_music	Do I need to go to college
@user-tc6by8lc9j	It is 7hrs per week not day .
@jeffnaval4894	Hi Jon, Can i add this certificate to Linkedin?
@jeffnaval4894	 @JonGoodCyber thank you
@locksmithservices7571	AMAZING !!! what will you recommand ?
@sendoprey	Suggesting an alternative would have been helpful.
@lahcentizi	Damn Jon, I started getting the feeling that I wasted my time on this certificate.I am almost done with it.
@lahcentizi	 @JonGoodCyber  thanks
@rreed336	Great full review 
@historymistry9824	i am currently on course 4 and whatever you said is absolutely correct but they are much better than my college teachers
@mnageh-bo1mm	wow really useful mate
@j.joseph5353	Did the cert and imo it was a complete waste of time. Even if you have never worked with computers, the cert is designed so poorly that you could pass with little effort. It does not test any knowledge; it really only tests your test taking ability. For multiple choice questions, if you get them wrong you can retake the test on each section 3x per DAY. Process of elimination will get you to a passing grade even if you're completely lost. The labs often have the answers to earlier problems contained in later problems. A good 30% of the content is on the trust system. Here is an assignment......click 'Done' if you completed it. Ok. Done. A bunch of YT folks recommend the cert and now I have to question the value of their opinions.
@Ayyyyyrae	Hey did any 1 complete the program and get any offers?
@AdonisJashari-gg3yl	it says 7h a week not 7h a day!
@alfaizKhan333	brother is fighting for his life in the comment section
@JonathanChiasson-s4h	Sooo… is it worth it? Is it enough to get a job?
@sherekhan90	Bottom line is: you won’t get a job by just completing this course, but… it’s a great introductory material, so I wouldn’t entirely rubbish it.
@deanhaycox	100% agree with this video all the videos are sponsored, so definitely biased, they ain’t going to say anything bad as they won’t get sponsored again
@Maclah	Gotta say, my comment isn't paid for and I like it so far!
@conm9891	Good content.  Thank you.
@mishkarino5348	Anybody has some recommended alternatives?
@riekflair22	Q: so is this enough to get a job?
@mrbrook5653	Funniest review i have seen to date....Very entertaining....lol
@firosiam7786	Do a vedio on offensive side pentesting certs for 2023 with pnpt ejpt eccpt crtp oscp and all
@firosiam7786	 @JonGoodCyber   what do u think about the alterd security CRTP certification ???
@racoonboyo4607	7h per day or week?
@lfashion25	Thanks!
@Abc-sl1nf	Thank you!
@ianlondon2888	If you talk long enough people can just take the course. Is the course career worthy, yes or no.
@chuck5430	Thanks for saving me 4 days.
@TLfU	Great stuff, thank you.  Sadly I can only agree with everything you reported.
@TLfU	 @JonGoodCyber  -  thing is I hadn't even been looking for reviews on it, but for something else on Google Account security...  Yet it's absolutely relevant to what I was considering.  So I appreciate the candour.  
@mohammedatef826	6:36\n6 month 7hr/week not per day!!
@Jade_X	so i should use the free trial and finish the course in a week,  sounds good to me !
@EoinDerry	Q - what would you suggest instead?
@Just1genius	subbed. Thanks
@Revolver563	You the man
@mc9399	the one guy google didnt bribe lol. im still taking it just to have it.
@McHazeOne	Q : hi Jon. Im planning to switch careers to IT in the new year (I have no experience in IT). Im working full time job. So can you give some feedback where to start? Many Thanks.
@danielj9865	Lol wth?? How many hours are they saying it is for that cert?
@Jinjr322	1:49 how is that 10000% grade achieved possible????????????
@GianlucaDeCristofaro	"This \n""The online specialization named in this certificate may draw on material from courses taught on-campus, but the included courses are not equivalent to on-campus courses. Participation in this online specialization does not constitute enrollment at this university. This certificate does not confer a University grade, course credit or degree, and it does not verify the identity of the learner."""
@kendallmallett4004	Q. Will this certificate help land a entry level job in the field?
@Ahmad.3rabi	I'm willing to take this certificate but what specs do you recommend for a laptop and do I even need one?
@professional.on-line	Hello \n\nThank  you for your discussion. \n\nWhy I wanna involve in cyber security?\n\nAnything created by people that is handy does the job is effective efficient is precise etc\nIs precious  \n\nSo \n\nIt has to be protected secured while it's easly accessible by it's legitimate (intended user or ownèr).\n\nLike in human world we have police crack team commando gatekeeper.\n \nSo similarly cyber security is needed.\nFor the cyber world  \n\nBest regards ️
@Heelo_0	"I've seen so many ""legit"" creators and youtubers promoting this course and claiming its enough to get a job with it alone..\nTruth is its not and no course alone can guarantee a job I'm saying this as someone who applied to several jobs"
@Heelo_0	 @JonGoodCyber  yea I respect you for making this video
@ProjectBimmers	Name a better entry level course that has hands on labs .
@yahebedyah4416	Everything is what you make it…. that’s life
@rl8073	is there a TLDR?
@SuratWannee	Thanks
@BruceLee-zj5jf	Is this worth it ?
@stanleytomasetti1074	Thank you for not caving and being honest. 
@lasstnight	7 hours per week*
@dashermorgan	Now wait a dang on a minute you said you completed all eight courses in 4 days but it's 170 hours....... huh?
@myway2653	Good Job
@avernvrey7422	The reason is google is trying to get more people in the door, starting at the very basic level.
@CyberWorkLab4835	Subcribe  because you are being honest throughout the video
@sadam-hr9ny	everything you said is real
@neon_Nomad	Called it.
@OiVinn-eq1ml	You completed it in 4 days!??  - How did you remember Everything? This gives me hope to finish it quick
@ChrissyWilson-i5i	7 hours a week, not 7 hours a day
@finmetind7765	4 out of 8 courses done 91.55% \n\nalongwith learning networksecurity,firewall & Splunk
@markmacfarlane3169	Thats 7 hpurs per week not day.
